YEAR,MONTH,STATE,TYPE OF PRODUCER,ENERGY SOURCE              (UNITS),CONSUMPTION
2008,11,SC,Total Electric Power Industry,Natural Gas (Mcf),3691607
2008,11,SD,Total Electric Power Industry,Coal (Short Tons),198934
2008,11,SD,Total Electric Power Industry,Petroleum (Barrels),1456
2008,11,SD,Total Electric Power Industry,Natural Gas (Mcf),55788
2008,11,TN,Total Electric Power Industry,Coal (Short Tons),2048110
2008,11,TN,Total Electric Power Industry,Petroleum (Barrels),15495
2008,11,TN,Total Electric Power Industry,Natural Gas (Mcf),264382
2008,11,TX,Total Electric Power Industry,Coal (Short Tons),7817402
2008,11,TX,Total Electric Power Industry,Petroleum (Barrels),20576
2008,11,TX,Total Electric Power Industry,Natural Gas (Mcf),85856795
2008,11,UT,Total Electric Power Industry,Coal (Short Tons),1396686
2008,11,UT,Total Electric Power Industry,Petroleum (Barrels),2717
2008,11,UT,Total Electric Power Industry,Natural Gas (Mcf),4423200
2008,11,VA,Total Electric Power Industry,Coal (Short Tons),936324
2008,11,VA,Total Electric Power Industry,Petroleum (Barrels),375269
2008,11,VA,Total Electric Power Industry,Natural Gas (Mcf),3598161
2008,11,VT,Total Electric Power Industry,Petroleum (Barrels),614
2008,11,VT,Total Electric Power Industry,Natural Gas (Mcf),5843
2008,11,WA,Total Electric Power Industry,Coal (Short Tons),581698
2008,11,WA,Total Electric Power Industry,Petroleum (Barrels),8015
2008,11,WA,Total Electric Power Industry,Natural Gas (Mcf),4237532
2008,11,WI,Total Electric Power Industry,Coal (Short Tons),1998133
2008,11,WI,Total Electric Power Industry,Petroleum (Barrels),117981
2008,11,WI,Total Electric Power Industry,Natural Gas (Mcf),1846907
2008,11,WV,Total Electric Power Industry,Coal (Short Tons),2604006
2008,11,WV,Total Electric Power Industry,Petroleum (Barrels),15148
2008,11,WV,Total Electric Power Industry,Natural Gas (Mcf),144436
2008,11,WY,Total Electric Power Industry,Coal (Short Tons),2125636
2008,11,WY,Total Electric Power Industry,Petroleum (Barrels),7766
2008,11,WY,Total Electric Power Industry,Natural Gas (Mcf),259582
2008,12,AK,Total Electric Power Industry,Coal (Short Tons),43107
2008,12,AK,Total Electric Power Industry,Petroleum (Barrels),231155
2008,12,AK,Total Electric Power Industry,Natural Gas (Mcf),3902341
2008,12,AL,Total Electric Power Industry,Coal (Short Tons),2839249
2008,12,AL,Total Electric Power Industry,Petroleum (Barrels),20489
2008,12,AL,Total Electric Power Industry,Natural Gas (Mcf),10620161
2008,12,AR,Total Electric Power Industry,Coal (Short Tons),1486060
2008,12,AR,Total Electric Power Industry,Petroleum (Barrels),36078
2008,12,AR,Total Electric Power Industry,Natural Gas (Mcf),3451024
2008,12,AZ,Total Electric Power Industry,Coal (Short Tons),1822175
2008,12,AZ,Total Electric Power Industry,Petroleum (Barrels),9791
2008,12,AZ,Total Electric Power Industry,Natural Gas (Mcf),18616577
2008,12,CA,Total Electric Power Industry,Coal (Short Tons),88183
2008,12,CA,Total Electric Power Industry,Petroleum (Barrels),391538
2008,12,CA,Total Electric Power Industry,Natural Gas (Mcf),76372034
2008,12,CO,Total Electric Power Industry,Coal (Short Tons),1690930
2008,12,CO,Total Electric Power Industry,Petroleum (Barrels),4065
2008,12,CO,Total Electric Power Industry,Natural Gas (Mcf),9239511
2008,12,CT,Total Electric Power Industry,Coal (Short Tons),173300
2008,12,CT,Total Electric Power Industry,Petroleum (Barrels),164957
2008,12,CT,Total Electric Power Industry,Natural Gas (Mcf),4246271
2008,12,DC,Total Electric Power Industry,Petroleum (Barrels),0
2008,12,DE,Total Electric Power Industry,Coal (Short Tons),230285
2008,12,DE,Total Electric Power Industry,Petroleum (Barrels),59080
2008,12,DE,Total Electric Power Industry,Natural Gas (Mcf),742277
2008,12,FL,Total Electric Power Industry,Coal (Short Tons),2046361
2008,12,FL,Total Electric Power Industry,Petroleum (Barrels),893881
2008,12,FL,Total Electric Power Industry,Natural Gas (Mcf),48477336
2008,12,GA,Total Electric Power Industry,Coal (Short Tons),3092437
2008,12,GA,Total Electric Power Industry,Petroleum (Barrels),58600
2008,12,GA,Total Electric Power Industry,Natural Gas (Mcf),5124777
2008,12,HI,Total Electric Power Industry,Coal (Short Tons),61532
2008,12,HI,Total Electric Power Industry,Petroleum (Barrels),1069225
2008,12,IA,Total Electric Power Industry,Coal (Short Tons),2234330
2008,12,IA,Total Electric Power Industry,Petroleum (Barrels),12697
2008,12,IA,Total Electric Power Industry,Natural Gas (Mcf),2204321
2008,12,ID,Total Electric Power Industry,Coal (Short Tons),2615
2008,12,ID,Total Electric Power Industry,Petroleum (Barrels),19
2008,12,ID,Total Electric Power Industry,Natural Gas (Mcf),1358699
2008,12,IL,Total Electric Power Industry,Coal (Short Tons),4967852
2008,12,IL,Total Electric Power Industry,Petroleum (Barrels),25681
2008,12,IL,Total Electric Power Industry,Natural Gas (Mcf),2915509
2008,12,IN,Total Electric Power Industry,Coal (Short Tons),5580488
2008,12,IN,Total Electric Power Industry,Petroleum (Barrels),23969
2008,12,IN,Total Electric Power Industry,Natural Gas (Mcf),2317352
2008,12,KS,Total Electric Power Industry,Coal (Short Tons),1903619
2008,12,KS,Total Electric Power Industry,Petroleum (Barrels),26586
2008,12,KS,Total Electric Power Industry,Natural Gas (Mcf),2452977
2008,12,KY,Total Electric Power Industry,Coal (Short Tons),3750548
2008,12,KY,Total Electric Power Industry,Petroleum (Barrels),478638
2008,12,KY,Total Electric Power Industry,Natural Gas (Mcf),522822
2008,12,LA,Total Electric Power Industry,Coal (Short Tons),1512040
2008,12,LA,Total Electric Power Industry,Petroleum (Barrels),363680
2008,12,LA,Total Electric Power Industry,Natural Gas (Mcf),28080014
2008,12,MA,Total Electric Power Industry,Coal (Short Tons),412453
2008,12,MA,Total Electric Power Industry,Petroleum (Barrels),395427
2008,12,MA,Total Electric Power Industry,Natural Gas (Mcf),12317797
2008,12,MD,Total Electric Power Industry,Coal (Short Tons),1034391
2008,12,MD,Total Electric Power Industry,Petroleum (Barrels),83075
2008,12,MD,Total Electric Power Industry,Natural Gas (Mcf),497265
2008,12,ME,Total Electric Power Industry,Coal (Short Tons),3422
2008,12,ME,Total Electric Power Industry,Petroleum (Barrels),103896
2008,12,ME,Total Electric Power Industry,Natural Gas (Mcf),4867134
2008,12,MI,Total Electric Power Industry,Coal (Short Tons),3190106
2008,12,MI,Total Electric Power Industry,Petroleum (Barrels),63032
2008,12,MI,Total Electric Power Industry,Natural Gas (Mcf),4956599
2008,12,MN,Total Electric Power Industry,Coal (Short Tons),1666526
2008,12,MN,Total Electric Power Industry,Petroleum (Barrels),48019
2008,12,MN,Total Electric Power Industry,Natural Gas (Mcf),4057148
2008,12,MO,Total Electric Power Industry,Coal (Short Tons),3643289
2008,12,MO,Total Electric Power Industry,Petroleum (Barrels),26350
2008,12,MO,Total Electric Power Industry,Natural Gas (Mcf),3848986
2008,12,MS,Total Electric Power Industry,Coal (Short Tons),754227
2008,12,MS,Total Electric Power Industry,Petroleum (Barrels),3615
2008,12,MS,Total Electric Power Industry,Natural Gas (Mcf),9975561
2008,12,MT,Total Electric Power Industry,Coal (Short Tons),1115683
2008,12,MT,Total Electric Power Industry,Petroleum (Barrels),78936
2008,12,MT,Total Electric Power Industry,Natural Gas (Mcf),61844
2008,12,NC,Total Electric Power Industry,Coal (Short Tons),2318238
2008,12,NC,Total Electric Power Industry,Petroleum (Barrels),68655
2008,12,NC,Total Electric Power Industry,Natural Gas (Mcf),1543153
2008,12,ND,Total Electric Power Industry,Coal (Short Tons),2283657
2008,12,ND,Total Electric Power Industry,Petroleum (Barrels),6934
2008,12,ND,Total Electric Power Industry,Natural Gas (Mcf),26
2008,12,NE,Total Electric Power Industry,Coal (Short Tons),1175502
2008,12,NE,Total Electric Power Industry,Petroleum (Barrels),3732
2008,12,NE,Total Electric Power Industry,Natural Gas (Mcf),673864
2008,12,NH,Total Electric Power Industry,Coal (Short Tons),152193
2008,12,NH,Total Electric Power Industry,Petroleum (Barrels),13460
2008,12,NH,Total Electric Power Industry,Natural Gas (Mcf),3689622
2008,12,NJ,Total Electric Power Industry,Coal (Short Tons),332112
2008,12,NJ,Total Electric Power Industry,Petroleum (Barrels),63030
2008,12,NJ,Total Electric Power Industry,Natural Gas (Mcf),8325248
2008,12,NM,Total Electric Power Industry,Coal (Short Tons),1489878
2008,12,NM,Total Electric Power Industry,Petroleum (Barrels),7593
2008,12,NM,Total Electric Power Industry,Natural Gas (Mcf),6233006
2008,12,NV,Total Electric Power Industry,Coal (Short Tons),424463
2008,12,NV,Total Electric Power Industry,Petroleum (Barrels),659
2008,12,NV,Total Electric Power Industry,Natural Gas (Mcf),15669678
2008,12,NY,Total Electric Power Industry,Coal (Short Tons),616499
2008,12,NY,Total Electric Power Industry,Petroleum (Barrels),1605851
2008,12,NY,Total Electric Power Industry,Natural Gas (Mcf),25256831
2008,12,OH,Total Electric Power Industry,Coal (Short Tons),5100597
2008,12,OH,Total Electric Power Industry,Petroleum (Barrels),233680
2008,12,OH,Total Electric Power Industry,Natural Gas (Mcf),1605272
2008,12,OK,Total Electric Power Industry,Coal (Short Tons),2033654
2008,12,OK,Total Electric Power Industry,Petroleum (Barrels),407
2008,12,OK,Total Electric Power Industry,Natural Gas (Mcf),23091648
2008,12,OR,Total Electric Power Industry,Coal (Short Tons),248274
2008,12,OR,Total Electric Power Industry,Petroleum (Barrels),1899
2008,12,OR,Total Electric Power Industry,Natural Gas (Mcf),12077665
2008,12,PA,Total Electric Power Industry,Coal (Short Tons),4819602
2008,12,PA,Total Electric Power Industry,Petroleum (Barrels),187506
2008,12,PA,Total Electric Power Industry,Natural Gas (Mcf),10007109
2008,12,RI,Total Electric Power Industry,Petroleum (Barrels),13774
2008,12,RI,Total Electric Power Industry,Natural Gas (Mcf),4028812
2008,12,SC,Total Electric Power Industry,Coal (Short Tons),1240903
2008,12,SC,Total Electric Power Industry,Petroleum (Barrels),30922
2008,12,SC,Total Electric Power Industry,Natural Gas (Mcf),3006959
2008,12,SD,Total Electric Power Industry,Coal (Short Tons),227239
2008,12,SD,Total Electric Power Industry,Petroleum (Barrels),19766
2008,12,SD,Total Electric Power Industry,Natural Gas (Mcf),118192
2008,12,TN,Total Electric Power Industry,Coal (Short Tons),1971790
2008,12,TN,Total Electric Power Industry,Petroleum (Barrels),70412
2008,12,TN,Total Electric Power Industry,Natural Gas (Mcf),258043
2008,12,TX,Total Electric Power Industry,Coal (Short Tons),8402433
2008,12,TX,Total Electric Power Industry,Petroleum (Barrels),64748
2008,12,TX,Total Electric Power Industry,Natural Gas (Mcf),95913888
2008,12,UT,Total Electric Power Industry,Coal (Short Tons),1536262
2008,12,UT,Total Electric Power Industry,Petroleum (Barrels),9123
2008,12,UT,Total Electric Power Industry,Natural Gas (Mcf),4644072
2008,12,VA,Total Electric Power Industry,Coal (Short Tons),1135850
2008,12,VA,Total Electric Power Industry,Petroleum (Barrels),341706
2008,12,VA,Total Electric Power Industry,Natural Gas (Mcf),5019524
2008,12,VT,Total Electric Power Industry,Petroleum (Barrels),1342
2008,12,VT,Total Electric Power Industry,Natural Gas (Mcf),4848
2008,12,WA,Total Electric Power Industry,Coal (Short Tons),644617
2008,12,WA,Total Electric Power Industry,Petroleum (Barrels),5773
2008,12,WA,Total Electric Power Industry,Natural Gas (Mcf),5692349
2008,12,WI,Total Electric Power Industry,Coal (Short Tons),2345270
2008,12,WI,Total Electric Power Industry,Petroleum (Barrels),166772
2008,12,WI,Total Electric Power Industry,Natural Gas (Mcf),2838305
2008,12,WV,Total Electric Power Industry,Coal (Short Tons),3018808
2008,12,WV,Total Electric Power Industry,Petroleum (Barrels),17488
2008,12,WV,Total Electric Power Industry,Natural Gas (Mcf),171095
2008,12,WY,Total Electric Power Industry,Coal (Short Tons),2490261
2008,12,WY,Total Electric Power Industry,Petroleum (Barrels),1947
2008,12,WY,Total Electric Power Industry,Natural Gas (Mcf),316751
2009,1,AK,Total Electric Power Industry,Coal (Short Tons),42731
2009,1,AK,Total Electric Power Industry,Petroleum (Barrels),280091
2009,1,AK,Total Electric Power Industry,Natural Gas (Mcf),3685091
2009,1,AL,Total Electric Power Industry,Coal (Short Tons),2835575
2009,1,AL,Total Electric Power Industry,Petroleum (Barrels),43980
2009,1,AL,Total Electric Power Industry,Natural Gas (Mcf),16619192
2009,1,AR,Total Electric Power Industry,Coal (Short Tons),1332212
2009,1,AR,Total Electric Power Industry,Petroleum (Barrels),46345
2009,1,AR,Total Electric Power Industry,Natural Gas (Mcf),4743144
2009,1,AZ,Total Electric Power Industry,Coal (Short Tons),1852083
2009,1,AZ,Total Electric Power Industry,Petroleum (Barrels),7903
2009,1,AZ,Total Electric Power Industry,Natural Gas (Mcf),13117126
2009,1,CA,Total Electric Power Industry,Coal (Short Tons),79743
2009,1,CA,Total Electric Power Industry,Petroleum (Barrels),265481
2009,1,CA,Total Electric Power Industry,Natural Gas (Mcf),67333103
2009,1,CO,Total Electric Power Industry,Coal (Short Tons),1569784
2009,1,CO,Total Electric Power Industry,Petroleum (Barrels),3402
2009,1,CO,Total Electric Power Industry,Natural Gas (Mcf),9094059
2009,1,CT,Total Electric Power Industry,Coal (Short Tons),160145
2009,1,CT,Total Electric Power Industry,Petroleum (Barrels),283068
2009,1,CT,Total Electric Power Industry,Natural Gas (Mcf),4812394
2009,1,DC,Total Electric Power Industry,Petroleum (Barrels),12187
2009,1,DE,Total Electric Power Industry,Coal (Short Tons),234017
2009,1,DE,Total Electric Power Industry,Petroleum (Barrels),109020
2009,1,DE,Total Electric Power Industry,Natural Gas (Mcf),748515
2009,1,FL,Total Electric Power Industry,Coal (Short Tons),2114801
2009,1,FL,Total Electric Power Industry,Petroleum (Barrels),1209222
2009,1,FL,Total Electric Power Industry,Natural Gas (Mcf),55881381
2009,1,GA,Total Electric Power Industry,Coal (Short Tons),3004751
2009,1,GA,Total Electric Power Industry,Petroleum (Barrels),62250
2009,1,GA,Total Electric Power Industry,Natural Gas (Mcf),9334655
2009,1,HI,Total Electric Power Industry,Coal (Short Tons),55548
2009,1,HI,Total Electric Power Industry,Petroleum (Barrels),1023485
2009,1,IA,Total Electric Power Industry,Coal (Short Tons),2270874
2009,1,IA,Total Electric Power Industry,Petroleum (Barrels),10686
2009,1,IA,Total Electric Power Industry,Natural Gas (Mcf),1413433
2009,1,ID,Total Electric Power Industry,Coal (Short Tons),2599
2009,1,ID,Total Electric Power Industry,Petroleum (Barrels),6
2009,1,ID,Total Electric Power Industry,Natural Gas (Mcf),912333
2009,1,IL,Total Electric Power Industry,Coal (Short Tons),4988464
2009,1,IL,Total Electric Power Industry,Petroleum (Barrels),25415
2009,1,IL,Total Electric Power Industry,Natural Gas (Mcf),4246210
2009,1,IN,Total Electric Power Industry,Coal (Short Tons),5167309
2009,1,IN,Total Electric Power Industry,Petroleum (Barrels),23990
2009,1,IN,Total Electric Power Industry,Natural Gas (Mcf),4069586
2009,1,KS,Total Electric Power Industry,Coal (Short Tons),2004218
2009,1,KS,Total Electric Power Industry,Petroleum (Barrels),36674
2009,1,KS,Total Electric Power Industry,Natural Gas (Mcf),1968323
2009,1,KY,Total Electric Power Industry,Coal (Short Tons),3678981
2009,1,KY,Total Electric Power Industry,Petroleum (Barrels),415293
2009,1,KY,Total Electric Power Industry,Natural Gas (Mcf),1282669
2009,1,LA,Total Electric Power Industry,Coal (Short Tons),1570573
2009,1,LA,Total Electric Power Industry,Petroleum (Barrels),311644
2009,1,LA,Total Electric Power Industry,Natural Gas (Mcf),28406387
2009,1,MA,Total Electric Power Industry,Coal (Short Tons),485723
2009,1,MA,Total Electric Power Industry,Petroleum (Barrels),592058
2009,1,MA,Total Electric Power Industry,Natural Gas (Mcf),11211364
2009,1,MD,Total Electric Power Industry,Coal (Short Tons),1156614
2009,1,MD,Total Electric Power Industry,Petroleum (Barrels),227924
2009,1,MD,Total Electric Power Industry,Natural Gas (Mcf),1124530
2009,1,ME,Total Electric Power Industry,Coal (Short Tons),4233
2009,1,ME,Total Electric Power Industry,Petroleum (Barrels),316311
2009,1,ME,Total Electric Power Industry,Natural Gas (Mcf),4221037
2009,1,MI,Total Electric Power Industry,Coal (Short Tons),3354948
2009,1,MI,Total Electric Power Industry,Petroleum (Barrels),70783
2009,1,MI,Total Electric Power Industry,Natural Gas (Mcf),7084294
2009,1,MN,Total Electric Power Industry,Coal (Short Tons),1763024
2009,1,MN,Total Electric Power Industry,Petroleum (Barrels),57804
2009,1,MN,Total Electric Power Industry,Natural Gas (Mcf),2522353
2009,1,MO,Total Electric Power Industry,Coal (Short Tons),3740478
2009,1,MO,Total Electric Power Industry,Petroleum (Barrels),21545
2009,1,MO,Total Electric Power Industry,Natural Gas (Mcf),3767681
2009,1,MS,Total Electric Power Industry,Coal (Short Tons),703951
2009,1,MS,Total Electric Power Industry,Petroleum (Barrels),15286
